lmd,baseline,corLDMmRT,corLDMmRT_CI_lower,corLDMmRT_CI_upper,corLDM_congruent,coef,p_value,BIC
cos_ukwac_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.003,-0.194,0.207,0.13966627833182,5833.85,0.389,1182.5
cos_ukwac_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.004,-0.197,0.2,0.00412401018863477,15.78,0.89,1183.3
cos_ukwac_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.279,0.099,0.445,-0.00546524990083574,134.29,0.32,1182.2
cos_ukwac_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.131,-0.084,0.33,0.000589962947880633,90.28,0.466,1182.7
cos_ukwac_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.14,-0.073,0.356,-0.00849252758213268,62.92,0.625,1183
cos_ukwac_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.036,-0.238,0.163,0.0174356553580037,-63,0.615,1183
cos_ukwac_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.113,-0.108,0.289,0.0596724169613107,-39.73,0.782,1183.2
cos_ukwac_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.04,-0.182,0.255,0.01720646576465,-32.88,0.792,1183.2
cos_ukwac_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.132,-0.09,0.324,0.0101468297874655,-12.01,0.928,1183.3
cos_ukwac_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.082,-0.287,0.129,0.0373794226711574,-86.14,0.527,1182.9
cos_ukwac_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.082,-0.082,0.251,0.0649791328594722,-13.34,0.927,1183.3
cos_ukwac_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.117,-0.092,0.306,0.0105528997407337,23.37,0.865,1183.3
cos_ukwac_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.094,-0.111,0.31,0.0501894288075187,-41.17,0.773,1183.2
cos_ukwac_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.017,-0.169,0.205,0.028459202858584,18.64,0.855,1183.3
cos_ukwac_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.351,0.148,0.52,-0.056196472055063,109.28,0.258,1181.9
cos_ukwac_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.124,-0.067,0.32,0.0393129033308092,22.71,0.83,1183.3
cos_ukwac_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.193,0.012,0.365,-0.0101852615491987,30.3,0.783,1183.2
cos_ukwac_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.152,-0.332,0.012,0.0314408641198838,-84.51,0.587,1183
cos_ukwac_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.049,-0.148,0.259,0.0596178109112286,25.77,0.853,1183.3
cos_ukwac_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.009,-0.19,0.186,0.0187279350629989,27.3,0.861,1183.3
cos_ukwac_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.006,-0.207,0.203,0.0390850474760421,-15.73,0.924,1183.3
euc_ukwac_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.059,-0.269,0.128,0.0233835886102083,7.13,0.505,1182.8
euc_ukwac_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.218,0.054,0.384,-0.00452556369171448,3.61,0.159,1181.2
euc_ukwac_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.045,-0.163,0.235,0.0177369773652549,3.29,0.456,1182.7
euc_ukwac_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.085,-0.126,0.274,0.00775099363155702,2.77,0.401,1182.5
euc_ukwac_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.094,-0.269,0.12,0.0247202632800838,4.36,0.677,1183.1
euc_ukwac_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.154,-0.054,0.336,-0.00442718938112961,3.33,0.174,1181.3
euc_ukwac_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.021,-0.229,0.173,0.0374951349146417,2.01,0.657,1183.1
euc_ukwac_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.007,-0.201,0.2,0.0279374329166324,1.74,0.607,1183
euc_ukwac_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.095,-0.258,0.065,0.00509212327679374,5.97,0.57,1183
euc_ukwac_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.081,-0.126,0.289,0.00544607052793854,3.06,0.227,1181.7
euc_ukwac_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.051,-0.254,0.184,0.0353573290019558,1.65,0.716,1183.2
euc_ukwac_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.047,-0.223,0.183,0.0234087823077217,1.44,0.679,1183.1
euc_ukwac_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.039,-0.249,0.173,0.053337045637265,4.95,0.675,1183.1
euc_ukwac_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.325,0.159,0.48,0.00211505686965461,3.89,0.073,1179.9
euc_ukwac_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.076,-0.121,0.268,0.0598185020297283,2.06,0.639,1183.1
euc_ukwac_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.18,-0.024,0.381,0.0192024264827306,3.1,0.301,1182.2
euc_ukwac_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.101,-0.293,0.081,0.00775135679832379,10.08,0.334,1182.3
euc_ukwac_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.098,-0.073,0.28,0.0297719032909722,3.48,0.172,1181.3
euc_ukwac_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.041,-0.247,0.194,0.0477722109112589,3.43,0.471,1182.7
euc_ukwac_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.041,-0.156,0.222,0.0263720311255534,3.68,0.298,1182.1
euc_ukwac_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.402,-0.55,-0.198,-0.000648817771650305,-823.96,0.299,1182.1
euc_ukwac_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.066,-0.124,0.277,0.105705432469194,2699.9,0.262,1182
euc_ukwac_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.256,-0.455,-0.034,0.0403197760979825,-40.97,0.978,1183.3
euc_ukwac_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.127,-0.292,0.073,0.0844952372873649,1628.68,0.457,1182.7
euc_ukwac_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.233,-0.435,-0.016,0.102835947653208,-1.65,0,1163
euc_ukwac_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.201,-0.405,0.009,0.0952962069559713,-0.51,0.001,1172.4
euc_ukwac_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.212,-0.427,-0.005,0.099070649439934,-0.88,0,1169.7
euc_ukwac_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.213,-0.437,-0.008,0.0974035423416321,-0.69,0.001,1170.9
euc_ukwac_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.249,-0.393,-0.106,0.0396667781970163,-0.2,0,1164
euc_ukwac_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.054,-0.217,0.111,0.03006463028493,-0.14,0,1168.1
euc_ukwac_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.149,-0.303,0.018,0.0336337377414942,-0.17,0,1165.7
euc_ukwac_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.12,-0.279,0.05,0.031978707616719,-0.16,0,1165.8
euc_ukwac_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.254,-0.408,-0.072,0.0393230788502439,-0.2,0,1164.7
euc_ukwac_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.057,-0.207,0.099,0.0315019058090082,-0.14,0,1168.8
euc_ukwac_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.152,-0.316,0.01,0.0343715304383083,-0.17,0,1166.4
euc_ukwac_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.123,-0.277,0.047,0.0330438197599573,-0.16,0,1166.5
euc_ukwac_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.461,-0.577,-0.324,0.00103449501476895,0,0.039,1178.7
euc_ukwac_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.401,-0.52,-0.261,0.0041535873934146,0,0.227,1181.7
euc_ukwac_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.438,-0.576,-0.289,0.0022229462902359,0,0.081,1180
euc_ukwac_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.426,-0.545,-0.286,0.00291618197486841,0,0.113,1180.6
euc_ukwac_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.067,-0.16,0.278,0.0051101075400794,21.11,0.237,1181.8
euc_ukwac_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.359,0.184,0.535,0.000347113989263625,59,0.01,1176.2
euc_ukwac_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.205,0.011,0.388,0.00750010709049212,42,0.042,1178.9
euc_ukwac_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.241,0.066,0.425,0.00242772156794618,46.9,0.031,1178.3
euc_ukwac_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.077,-0.158,0.267,0.0135894007192586,17.5,0.319,1182.2
euc_ukwac_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.27,0.117,0.412,0.0379793719996618,45.84,0.06,1179.5
euc_ukwac_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.17,-0.036,0.349,0.0176266891720815,30.15,0.117,1180.7
euc_ukwac_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.242,0.075,0.384,0.0136192785351821,38.79,0.062,1179.6
euc_ukwac_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.042,-0.157,0.238,0.0247748758738658,16.97,0.325,1182.3
euc_ukwac_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.259,0.112,0.408,0.040435090684346,45.94,0.048,1179.1
euc_ukwac_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.217,0.062,0.388,0.0138343775028766,37.08,0.048,1179.1
euc_ukwac_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.228,0.042,0.398,0.0333991114123477,39.16,0.051,1179.2
euc_ukwac_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.06,-0.151,0.255,0.0202796800758854,17.61,0.334,1182.3
euc_ukwac_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.413,0.229,0.566,-0.0396072368732336,56.39,0.012,1176.5
euc_ukwac_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.221,0.042,0.377,0.0348900434932536,33.58,0.113,1180.6
euc_ukwac_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.305,0.096,0.49,-0.00595028823668938,44.11,0.052,1179.3
euc_ukwac_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.03,-0.166,0.197,0.0209810390409245,22.46,0.183,1181.4
euc_ukwac_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.244,0.079,0.378,0.0356441084336153,47.95,0.021,1177.6
euc_ukwac_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.16,-0.039,0.336,0.0167063453485065,39.44,0.03,1178.3
euc_ukwac_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.214,0.046,0.366,0.0248423955826704,44.94,0.02,1177.5
cor_ukwac_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.045,-0.266,0.165,0.0421317647746507,-20.06,0.845,1183.3
cor_ukwac_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.142,-0.312,0.059,-0.0225891510543279,-177.6,0.035,1178.5
cor_ukwac_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.07,-0.27,0.131,0.0245127466783305,-66.13,0.482,1182.8
cor_ukwac_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.128,-0.313,0.088,-0.00867842999967632,-134.61,0.115,1180.6
cor_ukwac_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.118,-0.329,0.109,0.0370368334210153,-91.47,0.427,1182.6
cor_ukwac_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.149,-0.338,0.038,-0.0222732925376569,-191.47,0.041,1178.8
cor_ukwac_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.119,-0.309,0.099,0.0582163061743305,-123.2,0.246,1181.9
cor_ukwac_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.172,-0.357,0.021,0.0336651294235235,-195.64,0.043,1178.9
cor_ukwac_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.145,-0.325,0.063,0.00680298428152447,-108.57,0.416,1182.6
cor_ukwac_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.147,-0.318,0.051,0.00478922545840682,-221.62,0.04,1178.8
cor_ukwac_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.116,-0.326,0.074,0.0601068835493839,-127.9,0.247,1181.9
cor_ukwac_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.192,-0.383,-0.02,0.033261914447528,-219.66,0.035,1178.5
cor_ukwac_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.006,-0.186,0.188,0.0344452413459303,-15.21,0.861,1183.3
cor_ukwac_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.049,-0.137,0.257,-0.00345366088536549,-72.19,0.268,1182
cor_ukwac_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.017,-0.22,0.21,0.0449228898382632,-64.58,0.415,1182.6
cor_ukwac_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.02,-0.224,0.171,0.00463426934127704,-72.79,0.278,1182
cor_ukwac_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.151,-0.345,0.066,0.0101291348776678,-65.16,0.689,1183.1
cor_ukwac_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.007,-0.202,0.194,0.0478396397403187,-162.49,0.189,1181.5
cor_ukwac_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.087,-0.266,0.087,0.0779855434155539,-62.67,0.632,1183.1
cor_ukwac_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.059,-0.112,0.226,0.0387248803249694,-59.84,0.616,1183
cor_ukwac_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.535,-0.653,-0.398,0.0015862737043216,-306.14,0.003,1173.6
cor_ukwac_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.211,0.007,0.385,0.0609166924631282,771.64,0.076,1179.9
cor_ukwac_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.08,-0.283,0.11,0.0355883837372081,184.4,0.378,1182.5
cor_ukwac_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.109,-0.128,0.309,0.0578877235554049,523.45,0.092,1180.3
cor_ukwac_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.338,-0.47,-0.186,0.0985948846232705,-309.13,0.243,1181.8
cor_ukwac_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.207,-0.373,-0.037,0.127501078787398,-367.67,0.162,1181.2
cor_ukwac_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.27,-0.43,-0.075,0.111608734791915,-310.98,0.263,1182
cor_ukwac_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.269,-0.43,-0.065,0.119095633362977,-380.2,0.163,1181.2
cor_ukwac_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.158,-0.352,0.044,0.0637931453242663,-855.67,0.33,1182.3
cor_ukwac_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.106,-0.077,0.278,-0.0063610723365744,-587.74,0.548,1182.9
cor_ukwac_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.016,-0.169,0.229,0.0125807857361747,-888.01,0.372,1182.4
cor_ukwac_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.065,-0.145,0.26,0.00943906492498404,-790.43,0.43,1182.6
cor_ukwac_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.129,-0.023,0.296,0.0973856703588721,846.93,0.531,1182.9
cor_ukwac_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.273,0.113,0.447,0.0138294714152595,701.21,0.67,1183.1
cor_ukwac_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.273,0.13,0.444,0.0396677306252111,1125.05,0.537,1182.9
cor_ukwac_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.272,0.09,0.418,0.0347902981734519,846.38,0.632,1183.1
cor_ukwac_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.205,0.063,0.35,-0.072961897181284,70612.42,0.153,1181.1
cor_ukwac_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.081,-0.088,0.233,0.0296164281648507,4284.04,0.473,1182.8
cor_ukwac_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.005,-0.164,0.202,0.0779685329256419,-4485.45,0.767,1183.2
cor_ukwac_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.001,-0.226,0.279,0.101576379993984,-961.81,0.911,1183.3
cor_ukwac_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.006,-0.215,0.183,0.00387278424417315,2.68,0.981,1183.3
cor_ukwac_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.274,0.094,0.422,-0.00403535986343588,118.08,0.382,1182.5
cor_ukwac_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.131,-0.076,0.348,0.00194821028921983,77.59,0.53,1182.9
cor_ukwac_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.182,-0.018,0.358,-0.00641551072537072,77.13,0.543,1182.9
cor_ukwac_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.018,-0.232,0.181,0.0172452219783371,-49.32,0.69,1183.1
cor_ukwac_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.105,-0.032,0.268,0.0612713336633684,-47.82,0.735,1183.2
cor_ukwac_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.039,-0.157,0.232,0.0169562991852733,-32.42,0.793,1183.2
cor_ukwac_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.137,-0.061,0.329,0.0118914077458604,-11.41,0.932,1183.3
cor_ukwac_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.056,-0.261,0.152,0.0315229771313109,-60.44,0.647,1183.1
cor_ukwac_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.088,-0.075,0.258,0.0598507242484087,-9.47,0.947,1183.3
cor_ukwac_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.12,-0.094,0.321,0.0119740979318825,37.01,0.788,1183.2
cor_ukwac_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.086,-0.078,0.269,0.0486660743174084,-41.01,0.775,1183.2
cor_ukwac_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.018,-0.19,0.202,0.0254186973527658,17.35,0.867,1183.3
cor_ukwac_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.35,0.147,0.542,-0.0592342808161578,111.72,0.242,1181.8
cor_ukwac_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.108,-0.093,0.295,0.0407992358773622,20.43,0.847,1183.3
cor_ukwac_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.146,-0.078,0.356,-0.0108742303146446,8.29,0.941,1183.3
cor_ukwac_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.159,-0.351,0.052,0.0313784820112538,-88.24,0.569,1183
cor_ukwac_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.052,-0.1,0.21,0.0572339575565738,30.97,0.82,1183.2
cor_ukwac_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.011,-0.211,0.242,0.0195195898635813,24.72,0.875,1183.3
cor_ukwac_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.009,-0.195,0.177,0.0439779109465809,-12.02,0.941,1183.3
cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.479,-0.606,-0.35,-0.013905122973941,-327.44,0.023,1177.8
cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.509,-0.618,-0.373,-0.0167109922783401,-351.85,0.011,1176.3
cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.526,-0.646,-0.388,0.0247334898088676,-512.36,0.002,1172.7
cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.618,-0.736,-0.509,0.0052941979563628,-458.72,0,1160.8
cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.463,-0.589,-0.348,-0.00250731280508673,-480.03,0.009,1176.1
cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.587,-0.675,-0.497,0.00668072548873897,-584.87,0,1165.8
cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.479,-0.608,-0.342,-0.0138898539856878,-328.16,0.023,1177.8
cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.51,-0.645,-0.388,-0.0166614547277141,-352.54,0.01,1176.3
cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.526,-0.656,-0.38,0.0248067222993508,-512.32,0.002,1172.7
cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.618,-0.712,-0.511,0.00531946299137033,-458.87,0,1160.8
cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.462,-0.572,-0.337,-0.00259980142361993,-476.7,0.01,1176.2
cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.586,-0.69,-0.476,0.00661334630211045,-583.92,0,1165.9
euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.375,-0.527,-0.221,-0.0187983453387059,-2.81,0.179,1181.4
euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.442,-0.564,-0.323,-0.0209598886744024,-3.65,0.076,1179.9
euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.268,-0.43,-0.1,0.0259036815500879,0.39,0.805,1183.2
euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.461,-0.584,-0.319,0.0144419218396562,-2.34,0.068,1179.7
euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.392,-0.54,-0.226,-0.000988465401822249,-1.22,0.009,1175.9
euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.594,-0.677,-0.484,0.0052161415008312,-1.74,0,1163.1
cor_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.282,-0.426,-0.089,-0.0478412240573369,-165.45,0.192,1181.5
cos_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.286,-0.467,-0.113,-0.0481560448273562,-168.46,0.186,1181.4
euc_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.21,-0.377,-0.032,-0.0412384990143565,-29.99,0.205,1181.6
